Race,Gender,pct_chg,change_direction
Black,Men,9.764309764309765,gain
Asian,Women,7.161803713527852,gain
Black,Women,6.296296296296296,gain
Latino,Women,6.198347107438017,gain
Latino,Men,3.0927835051546393,gain
White,Women,0.3067484662576687,gain
White,Men,-0.997506234413965,loss
Asian,Men,-1.7307692307692308,loss
